MGI Gene/Marker ID	Symbol	Name	Chr	Qualifier	Annotated Term	Context	Proteoform	Evidence	Inferred From	Reference(s)
MGI:1354713	Acsl4	acyl-CoA synthetase long-chain family member 4	X		mitochondrial outer membrane			IEA	KW-1000 	J:60000 	
MGI:1354713	Acsl4	acyl-CoA synthetase long-chain family member 4	X		mitochondrion			HDA		J:151002 	
MGI:1354713	Acsl4	acyl-CoA synthetase long-chain family member 4	X		mitochondrion	is a part of CL:0000178		IDA		J:193737 	
MGI:1919129	Acsl5	acyl-CoA synthetase long-chain family member 5	19		mitochondrial inner membrane			HDA		J:100953 	
MGI:1919129	Acsl5	acyl-CoA synthetase long-chain family member 5	19		mitochondrial outer membrane			IEA	KW-1000 	J:60000 	
MGI:1919129	Acsl5	acyl-CoA synthetase long-chain family member 5	19		mitochondrion	is a part of liver|is a part of brain|is a part of metanephros|is a part of heart		HDA		J:86816 	
MGI:1919129	Acsl5	acyl-CoA synthetase long-chain family member 5	19		mitochondrion			HDA		J:151002 	
MGI:1919129	Acsl5	acyl-CoA synthetase long-chain family member 5	19		mitochondrion			IBA	PTN002878389 	J:265628 	
MGI:1919129	Acsl5	acyl-CoA synthetase long-chain family member 5	19		mitochondrion			ISO	RGD:69402 	J:155856 	
MGI:1919129	Acsl5	acyl-CoA synthetase long-chain family member 5	19		mitochondrion			ISO	Q9ULC5 	J:164563 	
MGI:894291	Acsl6	acyl-CoA synthetase long-chain family member 6	11		mitochondrial outer membrane			IEA	KW-1000 	J:60000 	
MGI:894291	Acsl6	acyl-CoA synthetase long-chain family member 6	11		mitochondrion	is a part of liver|is a part of brain|is a part of metanephros|is a part of heart		HDA		J:86816 	
MGI:2152200	Acsm1	acyl-CoA synthetase medium-chain family member 1	7		mitochondrial matrix			IBA	PTN001292823 	J:265628 	
MGI:2152200	Acsm1	acyl-CoA synthetase medium-chain family member 1	7		mitochondrial matrix			ISO	Q08AH1 	J:164563 	
MGI:2152200	Acsm1	acyl-CoA synthetase medium-chain family member 1	7		mitochondrial matrix			ISS	Q08AH1 	J:71662 	
MGI:2152200	Acsm1	acyl-CoA synthetase medium-chain family member 1	7		mitochondrion	is a part of liver,is a part of liver|is a part of brain,is a part of brain|is a part of metanephros,is a part of metanephros|is a part of heart,is a part of heart		HDA		J:86816 	
MGI:2152200	Acsm1	acyl-CoA synthetase medium-chain family member 1	7		mitochondrion			HDA		J:151002 	
MGI:2152200	Acsm1	acyl-CoA synthetase medium-chain family member 1	7		mitochondrion			IDA		J:276387 	
MGI:2385289	Acsm2	acyl-CoA synthetase medium-chain family member 2	7		mitochondrial matrix			IBA	PTN001292823 	J:265628 	
MGI:2385289	Acsm2	acyl-CoA synthetase medium-chain family member 2	7		mitochondrion			HDA		J:151002 	
MGI:2385289	Acsm2	acyl-CoA synthetase medium-chain family member 2	7		mitochondrion			ISO	Q68CK6 	J:164563 	
MGI:99538	Acsm3	acyl-CoA synthetase medium-chain family member 3	7		mitochondrial matrix			IBA	PTN001292823 	J:265628 	
MGI:99538	Acsm3	acyl-CoA synthetase medium-chain family member 3	7		mitochondrial matrix			IDA		J:71662 	
MGI:99538	Acsm3	acyl-CoA synthetase medium-chain family member 3	7		mitochondrion	is a part of liver|is a part of brain|is a part of metanephros|is a part of heart		HDA		J:86816 	
MGI:99538	Acsm3	acyl-CoA synthetase medium-chain family member 3	7		mitochondrion			HDA		J:151002 	
MGI:99538	Acsm3	acyl-CoA synthetase medium-chain family member 3	7		mitochondrion			ISO	Q53FZ2 	J:164563 	
MGI:2681844	Acsm4	acyl-CoA synthetase medium-chain family member 4	7		mitochondrial matrix			IBA	PTN001292823 	J:265628 	
MGI:2681844	Acsm4	acyl-CoA synthetase medium-chain family member 4	7		mitochondrion			HDA		J:151002 	
MGI:2681844	Acsm4	acyl-CoA synthetase medium-chain family member 4	7		mitochondrion			ISO	RGD:727928 	J:155856 	
MGI:2444086	Acsm5	acyl-CoA synthetase medium-chain family member 5	7		mitochondrial matrix			IBA	PTN001292823 	J:265628 	
MGI:2444086	Acsm5	acyl-CoA synthetase medium-chain family member 5	7		mitochondrion			IEA	KW-0496 	J:60000 	
MGI:1915988	Acss1	acyl-CoA synthetase short-chain family member 1	2		mitochondrial matrix			IDA		J:72156 	
MGI:1915988	Acss1	acyl-CoA synthetase short-chain family member 1	2		mitochondrial matrix			ISO	Q9NUB1 	J:164563 	
MGI:1915988	Acss1	acyl-CoA synthetase short-chain family member 1	2		mitochondrion			HDA		J:151002 	
MGI:1915988	Acss1	acyl-CoA synthetase short-chain family member 1	2		mitochondrion			IBA	PTN002515628 	J:265628 	
MGI:1915988	Acss1	acyl-CoA synthetase short-chain family member 1	2		mitochondrion			ISO	RGD:1306246 	J:155856 	
MGI:2685720	Acss3	acyl-CoA synthetase short-chain family member 3	10		mitochondrial matrix			ISO	RGD:1307051 	J:155856 	
MGI:2685720	Acss3	acyl-CoA synthetase short-chain family member 3	10		mitochondrial matrix			ISO	Q9H6R3 	J:164563 	
MGI:2685720	Acss3	acyl-CoA synthetase short-chain family member 3	10		mitochondrion			HDA		J:151002 	
MGI:2685720	Acss3	acyl-CoA synthetase short-chain family member 3	10		mitochondrion			ISO	Q9H6R3 	J:164563 	
MGI:1922822	Acyp2	acylphosphatase 2, muscle type	11		mitochondrion			HDA		J:151002 	
MGI:105988	Adam28	a disintegrin and metallopeptidase domain 28	14		mitochondrion			ISO	Q9UKQ2 	J:164563 	
MGI:2663075	Adap2	ArfGAP with dual PH domains 2	11		mitochondrial envelope			ISO	RGD:708487 	J:155856 	
MGI:1919363	Adck1	aarF domain containing kinase 1	12		integral component of mitochondrial membrane			IBA	PTN005148758 	J:265628 	
MGI:1919363	Adck1	aarF domain containing kinase 1	12		mitochondrial inner membrane			IBA	PTN005148758 	J:265628 	
MGI:1919363	Adck1	aarF domain containing kinase 1	12		mitochondrion			HDA		J:151002 	
MGI:1889336	Adck2	aarF domain containing kinase 2	6		mitochondrion			HDA		J:151002 	
MGI:2679274	Adck5	aarF domain containing kinase 5	15		mitochondrion			HDA		J:151002 	
MGI:2660854	Adcy10	adenylate cyclase 10	1		mitochondrion			IEA	KW-0496 	J:60000 	
MGI:87921	Adh1	alcohol dehydrogenase 1 (class I)	3		mitochondrion			IDA		J:7858 	
MGI:87929	Adh5	alcohol dehydrogenase 5 (class III), chi polypeptide	3		mitochondrion			IDA		J:7858 	
MGI:1923437	Adhfe1	alcohol dehydrogenase, iron containing, 1	1		mitochondrion			IBA	PTN002608574 	J:265628 	
MGI:1923437	Adhfe1	alcohol dehydrogenase, iron containing, 1	1		mitochondrion			IDA		J:126879 	
MGI:2685083	Ado	2-aminoethanethiol (cysteamine) dioxygenase	10		mitochondrion			HDA		J:151002 	
MGI:2140364	Adprs	ADP-ribosylserine hydrolase	4		mitochondrion			IBA	PTN001045209 	J:265628 	
MGI:2140364	Adprs	ADP-ribosylserine hydrolase	4		mitochondrion			IDA		J:202975 	
MGI:2140364	Adprs	ADP-ribosylserine hydrolase	4		mitochondrion			ISO	Q9NX46 	J:164563 	
MGI:103202	Adsl	adenylosuccinate lyase	15		mitochondrion			HDA		J:151002 	
MGI:87948	Adss	adenylosuccinate synthetase, non muscle	1		mitochondrion			IEA	KW-0496 	J:60000 	
MGI:2148801	Afg1l	AFG1 like ATPase	10		mitochondrial membrane			ISO	Q8WV93 	J:164563 	
MGI:2148801	Afg1l	AFG1 like ATPase	10		mitochondrion			HDA		J:151002 	
MGI:2148801	Afg1l	AFG1 like ATPase	10		mitochondrion			IBA	PTN000255710 	J:265628 	
MGI:2148801	Afg1l	AFG1 like ATPase	10		mitochondrion			ISO	Q8WV93 	J:164563 	
MGI:1928277	Afg3l1	AFG3-like AAA ATPase 1	8		m-AAA complex			IBA	PTN000554085 	J:265628 	
MGI:1928277	Afg3l1	AFG3-like AAA ATPase 1	8		m-AAA complex			IDA		J:164484 	
MGI:1928277	Afg3l1	AFG3-like AAA ATPase 1	8		mitochondrial inner membrane			IDA		J:164484 	
MGI:1928277	Afg3l1	AFG3-like AAA ATPase 1	8		mitochondrion	is a part of liver|is a part of brain|is a part of metanephros|is a part of heart		HDA		J:86816 	
MGI:1928277	Afg3l1	AFG3-like AAA ATPase 1	8		mitochondrion			HDA		J:151002 	
MGI:1928277	Afg3l1	AFG3-like AAA ATPase 1	8		mitochondrion			IDA		J:71129 	
MGI:1916847	Afg3l2	AFG3-like AAA ATPase 2	18		m-AAA complex			IBA	PTN000554085 	J:265628 	
MGI:1916847	Afg3l2	AFG3-like AAA ATPase 2	18		m-AAA complex			IDA		J:164484 	
MGI:1916847	Afg3l2	AFG3-like AAA ATPase 2	18		mitochondrial inner membrane			HDA		J:100953 	
MGI:1916847	Afg3l2	AFG3-like AAA ATPase 2	18		mitochondrial inner membrane			IDA		J:164484 	
MGI:1916847	Afg3l2	AFG3-like AAA ATPase 2	18		mitochondrion			HDA		J:151002 	
MGI:1916847	Afg3l2	AFG3-like AAA ATPase 2	18		mitochondrion			ISO	RGD:1305259 	J:155856 	
MGI:1916847	Afg3l2	AFG3-like AAA ATPase 2	18		mitochondrion			ISO	Q9Y4W6 	J:164563 	
MGI:1917173	Agk	acylglycerol kinase	6		integral component of mitochondrial inner membrane			ISO	Q53H12 	J:164563 	
MGI:1917173	Agk	acylglycerol kinase	6		mitochondrial inner membrane			ISO	Q53H12 	J:164563 	
MGI:1917173	Agk	acylglycerol kinase	6		mitochondrial intermembrane space			ISO	Q53H12 	J:164563 	
MGI:1917173	Agk	acylglycerol kinase	6		mitochondrial membrane			ISO	Q53H12 	J:164563 	
MGI:1917173	Agk	acylglycerol kinase	6		mitochondrion			HDA		J:151002 	
MGI:1917173	Agk	acylglycerol kinase	6		mitochondrion			IBA	PTN000961571 	J:265628 	
MGI:1917173	Agk	acylglycerol kinase	6		mitochondrion			ISO	Q53H12 	J:164563 	
MGI:1917173	Agk	acylglycerol kinase	6		TIM22 mitochondrial import inner membrane insertion complex			ISO	Q53H12 	J:164563 	
MGI:1923236	Agmat	agmatine ureohydrolase (agmatinase)	4		mitochondrion			IEA	KW-0496 	J:60000 	
MGI:2446632	Ago2	argonaute RISC catalytic subunit 2	15		mitochondrion			ISO	RGD:621255 	J:155856 	
MGI:1915512	Agpat4	1-acylglycerol-3-phosphate O-acyltransferase 4 (lysophosphatidic acid acyltransferase, delta)	17		mitochondrial outer membrane			IBA	PTN002590791 	J:265628 	
MGI:1915512	Agpat4	1-acylglycerol-3-phosphate O-acyltransferase 4 (lysophosphatidic acid acyltransferase, delta)	17		mitochondrial outer membrane			IDA		J:231388 	
MGI:1196345	Agpat5	1-acylglycerol-3-phosphate O-acyltransferase 5 (lysophosphatidic acid acyltransferase, epsilon)	8		mitochondrion			HDA		J:151002 	
MGI:1196345	Agpat5	1-acylglycerol-3-phosphate O-acyltransferase 5 (lysophosphatidic acid acyltransferase, epsilon)	8		mitochondrion			IBA	PTN000105114 	J:265628 	
MGI:1196345	Agpat5	1-acylglycerol-3-phosphate O-acyltransferase 5 (lysophosphatidic acid acyltransferase, epsilon)	8		mitochondrion			ISO	Q9NUQ2 	J:164563 	
MGI:2443065	Agps	alkylglycerone phosphate synthase	2		mitochondrion			HDA		J:151002 	
MGI:2443065	Agps	alkylglycerone phosphate synthase	2		mitochondrion			ISO	RGD:620364 	J:155856 	
MGI:1344405	Agr2	anterior gradient 2	12		mitochondrion			HDA		J:151002 	
MGI:2159437	Agtpbp1	ATP/GTP binding protein 1	13		mitochondrion			IDA		J:163166 	
MGI:1329033	Agxt	alanine-glyoxylate aminotransferase	1		mitochondrial matrix			ISO	RGD:2073 	J:155856 	
MGI:1329033	Agxt	alanine-glyoxylate aminotransferase	1		mitochondrion			ISO	RGD:2073 	J:155856 	
MGI:1329033	Agxt	alanine-glyoxylate aminotransferase	1		mitochondrion			TAS		J:117428 	
MGI:2146052	Agxt2	alanine-glyoxylate aminotransferase 2	15		mitochondrion			HDA		J:151002 	
MGI:2146052	Agxt2	alanine-glyoxylate aminotransferase 2	15		mitochondrion			IBA	PTN002485563 	J:265628 	
MGI:2146052	Agxt2	alanine-glyoxylate aminotransferase 2	15		mitochondrion			IDA		J:207876 	
MGI:2146052	Agxt2	alanine-glyoxylate aminotransferase 2	15		mitochondrion			IMP	MGI:5560668 	J:207876 	
MGI:2146052	Agxt2	alanine-glyoxylate aminotransferase 2	15		mitochondrion			ISO	Q9BYV1 	J:164563 	
MGI:1349419	Aifm1	apoptosis-inducing factor, mitochondrion-associated 1	X		mitochondrial inner membrane			IEA	KW-0999 	J:60000 	
MGI:1349419	Aifm1	apoptosis-inducing factor, mitochondrion-associated 1	X		mitochondrial intermembrane space			ISO	O95831 	J:164563 	
MGI:1349419	Aifm1	apoptosis-inducing factor, mitochondrion-associated 1	X		mitochondrial intermembrane space			TAS		J:63402 	
MGI:1349419	Aifm1	apoptosis-inducing factor, mitochondrion-associated 1	X		mitochondrial outer membrane			TAS		J:87334 	
MGI:1349419	Aifm1	apoptosis-inducing factor, mitochondrion-associated 1	X		mitochondrion	is a part of liver|is a part of brain|is a part of metanephros|is a part of heart		HDA		J:86816 	
MGI:1349419	Aifm1	apoptosis-inducing factor, mitochondrion-associated 1	X		mitochondrion			HDA		J:151002 	
MGI:1349419	Aifm1	apoptosis-inducing factor, mitochondrion-associated 1	X		mitochondrion			IBA	PTN002461317 	J:265628 	
MGI:1349419	Aifm1	apoptosis-inducing factor, mitochondrion-associated 1	X		mitochondrion	is a part of fibroblast		IDA		J:93333 J:105496 	
MGI:1349419	Aifm1	apoptosis-inducing factor, mitochondrion-associated 1	X		mitochondrion			IDA		J:131590 J:146172 J:159292 J:177007 J:291285 	
MGI:1349419	Aifm1	apoptosis-inducing factor, mitochondrion-associated 1	X		mitochondrion			IMP		J:186001 	
MGI:1349419	Aifm1	apoptosis-inducing factor, mitochondrion-associated 1	X		mitochondrion			ISO	RGD:620817 	J:155856 	
MGI:1349419	Aifm1	apoptosis-inducing factor, mitochondrion-associated 1	X		mitochondrion			ISO	O95831 	J:164563 	
MGI:1918611	Aifm2	apoptosis-inducing factor, mitochondrion-associated 2	10		mitochondrial membrane			IDA		J:281212 	
MGI:1918611	Aifm2	apoptosis-inducing factor, mitochondrion-associated 2	10		mitochondrial outer membrane			ISO	Q9BRQ8 	J:164563 	
MGI:1918611	Aifm2	apoptosis-inducing factor, mitochondrion-associated 2	10		mitochondrion			HDA		J:151002 	
MGI:1918611	Aifm2	apoptosis-inducing factor, mitochondrion-associated 2	10		mitochondrion			IBA	PTN002464374 	J:265628 	
MGI:1918611	Aifm2	apoptosis-inducing factor, mitochondrion-associated 2	10		mitochondrion			ISO	Q9BRQ8 	J:73065 	
MGI:1919418	Aifm3	apoptosis-inducing factor, mitochondrion-associated 3	16		mitochondrial inner membrane			ISO	Q96NN9 	J:164563 	
MGI:1919418	Aifm3	apoptosis-inducing factor, mitochondrion-associated 3	16		mitochondrion			HDA		J:151002 	
MGI:1919418	Aifm3	apoptosis-inducing factor, mitochondrion-associated 3	16		mitochondrion			IBA	PTN002882813 	J:265628 	
MGI:1919418	Aifm3	apoptosis-inducing factor, mitochondrion-associated 3	16		mitochondrion			ISO	Q96NN9 	J:164563 	
MGI:2686159	Aim2	absent in melanoma 2	1		mitochondrion			ISO	O14862 	J:164563 	
MGI:87978	Ak2	adenylate kinase 2	4		mitochondrial inner membrane			HDA		J:100953 	
MGI:87978	Ak2	adenylate kinase 2	4		mitochondrial intermembrane space			ISO	RGD:2077 	J:155856 	
MGI:87978	Ak2	adenylate kinase 2	4		mitochondrion	is a part of liver|is a part of brain|is a part of metanephros|is a part of heart		HDA		J:86816 	
MGI:87978	Ak2	adenylate kinase 2	4		mitochondrion			HDA		J:151002 	
MGI:87978	Ak2	adenylate kinase 2	4		mitochondrion			IBA	PTN001916109 	J:265628 	
MGI:87978	Ak2	adenylate kinase 2	4		mitochondrion			ISO	RGD:2077 	J:155856 	
MGI:1860835	Ak3	adenylate kinase 3	19		mitochondrial intermembrane space			ISO	RGD:619885 	J:155856 	
MGI:1860835	Ak3	adenylate kinase 3	19		mitochondrial matrix			IBA	PTN002511640 	J:265628 	
MGI:1860835	Ak3	adenylate kinase 3	19		mitochondrial matrix			IDA		J:71059 	
MGI:1860835	Ak3	adenylate kinase 3	19		mitochondrial matrix			ISO	RGD:619885 	J:155856 	
MGI:1860835	Ak3	adenylate kinase 3	19		mitochondrion	is a part of EMAPA:16846|is a part of EMAPA:16894|is a part of EMAPA:17373|is a part of EMAPA:16105		HDA		J:86816 	
MGI:1860835	Ak3	adenylate kinase 3	19		mitochondrion			HDA		J:151002 	
MGI:1860835	Ak3	adenylate kinase 3	19		mitochondrion			IDA		J:86816 	
MGI:1860835	Ak3	adenylate kinase 3	19		mitochondrion			ISO	Q9UIJ7 	J:164563 	
MGI:87979	Ak4	adenylate kinase 4	4		mitochondrial matrix			IBA	PTN002511640 	J:265628 	
MGI:87979	Ak4	adenylate kinase 4	4		mitochondrial matrix			IDA		J:71059 	
MGI:87979	Ak4	adenylate kinase 4	4		mitochondrion	is a part of liver|is a part of brain|is a part of metanephros|is a part of heart		HDA		J:86816 	
MGI:87979	Ak4	adenylate kinase 4	4		mitochondrion			HDA		J:151002 	
MGI:87979	Ak4	adenylate kinase 4	4		mitochondrion			ISO	P27144 	J:164563 	
MGI:2685080	Ak9	adenylate kinase 9	10		mitochondrion			IBA	PTN001916109 	J:265628 	
MGI:3574096	AK157302	cDNA sequence AK157302	13		mitochondrion			HDA		J:151002 	
MGI:3574096	AK157302	cDNA sequence AK157302	13		mitochondrion			IBA	PTN000007993 	J:265628 	
MGI:104729	Akap1	A kinase (PRKA) anchor protein 1	11		mitochondrial crista			ISO	RGD:620826 	J:155856 	
MGI:104729	Akap1	A kinase (PRKA) anchor protein 1	11		mitochondrial outer membrane			IEA	KW-1000 	J:60000 	
MGI:104729	Akap1	A kinase (PRKA) anchor protein 1	11		mitochondrion	is a part of liver|is a part of brain|is a part of metanephros|is a part of heart		HDA		J:86816 	
MGI:104729	Akap1	A kinase (PRKA) anchor protein 1	11		mitochondrion			HDA		J:151002 	
MGI:104729	Akap1	A kinase (PRKA) anchor protein 1	11		mitochondrion			IBA	PTN007719869 	J:265628 	
MGI:104729	Akap1	A kinase (PRKA) anchor protein 1	11		mitochondrion			IDA		J:289389 	
MGI:104729	Akap1	A kinase (PRKA) anchor protein 1	11		mitochondrion			ISO	Q92667 	J:164563 	
MGI:1928488	Akap8	A kinase (PRKA) anchor protein 8	17		mitochondrion			ISO	RGD:620832 	J:155856 	
MGI:1890218	Akap10	A kinase (PRKA) anchor protein 10	11		mitochondrion	is a part of liver|is a part of brain|is a part of metanephros|is a part of heart		HDA		J:86816 	
MGI:1890218	Akap10	A kinase (PRKA) anchor protein 10	11		mitochondrion			HDA		J:151002 	
MGI:1890218	Akap10	A kinase (PRKA) anchor protein 10	11		mitochondrion			IBA	PTN000994571 	J:265628 	
MGI:1890218	Akap10	A kinase (PRKA) anchor protein 10	11		mitochondrion			IDA		J:67981 	
MGI:101918	Akr1b7	aldo-keto reductase family 1, member B7	6		mitochondrion			HDA		J:151002 	
MGI:101918	Akr1b7	aldo-keto reductase family 1, member B7	6		mitochondrion			IBA	PTN000199166 	J:265628 	
MGI:107673	Akr1b8	aldo-keto reductase family 1, member B8	6		mitochondrion			IBA	PTN000199166 	J:265628 	
MGI:107673	Akr1b8	aldo-keto reductase family 1, member B8	6		mitochondrion			ISO	C9JRZ8 	J:164563 	
MGI:1915111	Akr1b10	aldo-keto reductase family 1, member B10 (aldose reductase)	6		mitochondrion			HDA		J:151002 	
MGI:1915111	Akr1b10	aldo-keto reductase family 1, member B10 (aldose reductase)	6		mitochondrion			IBA	PTN000199166 	J:265628 	
MGI:107796	Akr7a5	aldo-keto reductase family 7, member A5 (aflatoxin aldehyde reductase)	4		mitochondrion	is a part of liver|is a part of brain|is a part of metanephros|is a part of heart		HDA		J:86816 	
MGI:107796	Akr7a5	aldo-keto reductase family 7, member A5 (aflatoxin aldehyde reductase)	4		mitochondrion			HDA		J:151002 	
MGI:87986	Akt1	thymoma viral proto-oncogene 1	12		mitochondrion	is a part of future spinal cord,is a part of motor neuron		IDA		J:101397 	
MGI:87986	Akt1	thymoma viral proto-oncogene 1	12		mitochondrion			ISO	RGD:2081 	J:155856 	
MGI:104874	Akt2	thymoma viral proto-oncogene 2	7		mitochondrion			ISO	RGD:2082 	J:155856 	
MGI:87989	Alas1	aminolevulinic acid synthase 1	9		mitochondrial matrix			IEA	IPR015118 	J:72247 	
MGI:87989	Alas1	aminolevulinic acid synthase 1	9		mitochondrion			HDA		J:151002 	
MGI:87989	Alas1	aminolevulinic acid synthase 1	9		mitochondrion			IBA	PTN000343737 	J:265628 	
MGI:87989	Alas1	aminolevulinic acid synthase 1	9		mitochondrion			ISO	RGD:68392 	J:155856 	
MGI:87989	Alas1	aminolevulinic acid synthase 1	9		mitochondrion			ISO	P13196 	J:164563 	
MGI:87990	Alas2	aminolevulinic acid synthase 2, erythroid	X		mitochondrial inner membrane			ISO	P22557 	J:164563 	
MGI:87990	Alas2	aminolevulinic acid synthase 2, erythroid	X		mitochondrial matrix			IEA	IPR015118 	J:72247 	
MGI:87990	Alas2	aminolevulinic acid synthase 2, erythroid	X		mitochondrion	is a part of liver|is a part of brain|is a part of metanephros|is a part of heart		HDA		J:86816 	
MGI:87990	Alas2	aminolevulinic acid synthase 2, erythroid	X		mitochondrion			HDA		J:151002 	
MGI:87990	Alas2	aminolevulinic acid synthase 2, erythroid	X		mitochondrion			IBA	PTN000343737 	J:265628 	
MGI:87990	Alas2	aminolevulinic acid synthase 2, erythroid	X		mitochondrion			ISO	RGD:2084 	J:155856 	
MGI:87990	Alas2	aminolevulinic acid synthase 2, erythroid	X		mitochondrion			ISO	P22557 	J:73065 	
MGI:1919785	Aldh1b1	aldehyde dehydrogenase 1 family, member B1	4		mitochondrion			HDA		J:151002 	
MGI:1919785	Aldh1b1	aldehyde dehydrogenase 1 family, member B1	4		mitochondrion			ISO	P30837 	J:164563 	
MGI:1340024	Aldh1l1	aldehyde dehydrogenase 1 family, member L1	6		mitochondrion			HDA		J:151002 	
MGI:2444680	Aldh1l2	aldehyde dehydrogenase 1 family, member L2	10		mitochondrion			HDA		J:151002 	
MGI:2444680	Aldh1l2	aldehyde dehydrogenase 1 family, member L2	10		mitochondrion			ISO	Q3SY69 	J:164563 	
MGI:99600	Aldh2	aldehyde dehydrogenase 2, mitochondrial	5		mitochondrial matrix			ISO	RGD:69219 	J:155856 	
MGI:99600	Aldh2	aldehyde dehydrogenase 2, mitochondrial	5		mitochondrion	is a part of liver|is a part of brain|is a part of metanephros|is a part of heart		HDA		J:86816 	
MGI:99600	Aldh2	aldehyde dehydrogenase 2, mitochondrial	5		mitochondrion			HDA		J:151002 	
MGI:99600	Aldh2	aldehyde dehydrogenase 2, mitochondrial	5		mitochondrion			ISO	RGD:69219 	J:155856 	
MGI:1353452	Aldh3a2	aldehyde dehydrogenase family 3, subfamily A2	11		mitochondrial inner membrane			HDA		J:100953 	
