Basic information,,,,Log2 Fold Change,,,,,,,,,Adjusted P-value,,,,,,,,,Normalized Peak Area: Samples,,,,,,,,,,,,,,,,,,,,,,,,Norm. Peak Area: Blanks (noise),,,,,,,Group CV [%],,,,,,,,
ID,Name,Calc. MW,RT [min],"(P40, KO) / (P40, WT)","(P2, KO) / (P2, WT)","(E14_5, KO) / (E14_5, WT)","(P40, WT) / (P2, WT)","(P40, WT) / (E14_5, WT)","(P2, WT) / (E14_5, WT)","(P40, KO) / (P2, KO)","(P40, KO) / (E14_5, KO)","(P2, KO) / (E14_5, KO)","(P40, KO) / (P40, WT)","(P2, KO) / (P2, WT)","(E14_5, KO) / (E14_5, WT)","(P40, WT) / (P2, WT)","(P40, WT) / (E14_5, WT)","(P2, WT) / (E14_5, WT)","(P40, KO) / (P2, KO)","(P40, KO) / (E14_5, KO)","(P2, KO) / (E14_5, KO)",S01_P40_WT1,S02_P40_KO1,S03_P40_WT2,S04_P40_KO2,S05_P40_WT3,S06_P40_KO3,S07_P40_WT4,S08_P40_KO4,S09_P2_WT1,S10_P2_KO1,S11_P2_WT2,S12_P2_KO2,S13_P2_WT3,S14_P2_KO3,S15_P2_WT4,S16_P2_KO4,S17_E14_5_WT1,S18_E14_5_KO1,S19_E14_5_WT2,S20_E14_5_KO2,S21_E14_5_WT3,S22_E14_5_KO3,S23_E14_5_WT4,S24_E14_5_KO4,blank01,blank02,blank03,blank04,blank05,blank06,blank07,"E14_5, KO","E14_5, WT","P2, KO","P2, WT","P40, KO","P40, WT",,,
A018_HILIC,Tris(hydroxymethyl)aminomethane,121.0740,14.43,0.25,0.05,0.84,-0.07,-3.48,-3.41,0.14,-4.06,-4.20,1.000,1.000,1.000,1.000,0.000,0.000,1.000,0.000,0.000,9416660.9083892500,16059014.6002819000,7618563.4643998600,9380086.4426021800,5904332.5783920200,9718136.4118310900,9354673.6319807200,10531993.8402372000,9601477.3780128200,8923904.7611251400,6850597.6464409700,9334803.1500569000,8940824.1751952600,9062037.4106438400,8872464.4818354400,21156810.9795661000,99798884.4980227000,338216502.8146790000,78758604.0542112000,231289660.9837130000,89501548.3220481000,57745771.0600660000,289223124.3678590000,106827417.8639840000,3.4E+05,2.5E+05,3.0E+05,4.0E+05,3.2E+06,2.8E+06,2.4E+05,68.9,72.0,49.7,13.9,27.4,20.7,,,
,Name,Molecular Weight,RT [min],DeltaMass [ppm],DBID,Reference List Name,mzLogic Score,ChemSpider ID,KEGG,HMDB,Mass List Search Results ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tris(hydroxymethyl)aminomethane,121.0739,14.52,0.54,,iHILIC_pos_2020,11.25,6257,C07182,HMDB0240288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A019_HILIC,Nicotinamide,122.0480,4.05,0.14,0.09,-0.12,2.05,2.93,0.88,2.10,3.19,1.09,1.000,1.000,1.000,0.217,0.003,0.549,0.015,0.000,0.792,4028810768.6835400000,7116491359.1733300000,4030659064.0134400000,3321110054.4351100000,4545521158.1359900000,4550205377.0634000000,790043367.5191970000,4332458700.2967100000,1792258596.4196500000,763219484.8875340000,972221476.8913470000,627001395.3254790000,570351398.0669230000,1309660985.4425300000,973558623.0917960000,1502655993.3645700000,250237366.0622760000,384128386.1287250000,581355624.0963420000,395237567.8173660000,672177186.1980350000,862541699.6653570000,474239530.7741660000,578935281.0453520000,5.4E+06,1.9E+07,1.4E+07,1.6E+07,1.8E+07,1.4E+07,5.8E+06,40.3,36.8,40.1,47.6,33.4,51.5,,,
,Name,Molecular Weight,RT [min],DeltaMass [ppm],DBID,Reference List Name,mzLogic Score,ChemSpider ID,KEGG,HMDB,Mass List Search Results ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Nicotinamide,122.0480,3.98,0.24,A022,iHILIC_pos_2020,85.51,911,C00153,HMDB0001406,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Nicotinamide,122.0480,4.00,0.24,A022,iHILIC_neg_2020,85.51,911,C00153,HMDB0001406,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A020_HILIC,Taurine,125.0147,13.95,-0.06,-0.19,-0.42,-0.49,-0.51,-0.01,-0.37,-0.15,0.22,1.000,1.000,1.000,0.031,0.010,1.000,0.206,0.907,1.000,23874216447.0134000000,30424982947.4822000000,25182840456.2815000000,24348813628.3636000000,25678506937.5948000000,19842472467.8082000000,23700873561.4905000000,22642814587.1149000000,36539502169.2760000000,32038207878.2381000000,33882363735.1805000000,26566186239.5245000000,30073894167.5484000000,28676043898.7409000000,35232588664.1775000000,34859324632.1545000000,35744650530.7556000000,32594614682.6154000000,38013385799.3477000000,24858469090.1948000000,32478651143.2413000000,24064793501.1009000000,34005150111.9733000000,27404016077.6434000000,2.3E+06,1.6E+06,2.2E+06,2.0E+06,1.7E+06,2.1E+06,1.9E+06,14.1,6.8,12.0,8.2,18.4,4.0,,,
,Name,Molecular Weight,RT [min],DeltaMass [ppm],DBID,Reference List Name,mzLogic Score,ChemSpider ID,KEGG,HMDB,Mass List Search Results ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Taurine,125.0147,13.95,0.06,A001,iHILIC_neg_2020,95.10,1091,C00245,HMDB0000251,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Taurine,125.0147,13.95,0.06,A001,iHILIC_pos_2020,95.10,1091,C00245,HMDB0000251,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A021_HILIC,L-Pyroglutamic acid,129.0426,6.48,0.39,0.44,0.24,1.38,1.36,-0.02,1.33,1.51,0.18,1.000,1.000,1.000,0.001,0.001,1.000,0.002,0.000,0.973,1486992621.1892400000,2378266633.9372200000,1452562219.8359100000,1366486888.2844800000,1612860563.9628400000,4226294709.6968000000,1549159039.5109600000,1599337714.6727000000,693778335.1703240000,755943362.3814950000,448151251.9800500000,728859217.8382590000,641089799.6145920000,826931690.0176390000,525882295.6772940000,1161398059.6153600000,587817412.9424460000,531015085.0244810000,656536540.8231130000,724023675.9228490000,556008177.8546610000,673491170.6118860000,592270240.2753330000,720789690.2308210000,4.7E+06,5.4E+06,5.6E+06,1.9E+06,1.3E+06,1.7E+06,3.4E+06,13.7,7.0,23.0,19.2,54.2,4.6,,,
,Name,Molecular Weight,RT [min],DeltaMass [ppm],DBID,Reference List Name,mzLogic Score,ChemSpider ID,KEGG,HMDB,Mass List Search Results ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,L-Pyroglutamic acid,129.0426,6.80,0.34,A112,iHILIC_pos_2020,90.29,7127,C01879,HMDB0000267,459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,L-Pyroglutamic acid,129.0426,6.78,0.34,A112,iHILIC_neg_2020,90.29,7127,C01879,HMDB0000267,582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A022_HILIC,Pipecolic acid,129.0791,11.76,-0.28,-0.57,-0.32,-1.73,-3.77,-2.04,-1.44,-3.73,-2.29,1.000,1.000,1.000,0.020,0.000,0.001,0.052,0.000,0.000,199923269.5757170000,299717010.2462630000,224094288.1871930000,172419354.4662290000,277628157.1296360000,123168547.6359720000,200097330.4456870000,176779219.2480530000,498740636.9229730000,412541185.9110970000,908610581.2338550000,534751632.1765910000,365303297.4887780000,261516293.9407200000,968106446.8587410000,768934307.5536570000,3909865248.0438600000,3049168381.1685000000,3263049431.8431500000,2625988807.6027800000,2505850670.3783600000,1997025530.3381200000,2105624609.9122300000,1650024127.6013500000,1.6E+06,2.0E+06,1.9E+06,4.1E+05,3.9E+05,3.9E+05,1.7E+06,26.9,27.2,43.4,43.5,38.9,16.2,,,
,Name,Molecular Weight,RT [min],DeltaMass [ppm],DBID,Reference List Name,mzLogic Score,ChemSpider ID,KEGG,HMDB,Mass List Search Results ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Pipecolinic acid,129.0790,11.81,0.87,A095,iHILIC_pos_2020,91.02,826,C00408,HMDB0000070,399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Pipecolic acid,129.0790,11.80,0.87,A095,iHILIC_neg_2020,91.02,826,C00408,HMDB0000070,529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A023_HILIC,Ketoleucine (4-Methyl-2-oxopentanoic acid),130.0630,2.34,1.83,0.39,-0.53,-3.10,-8.17,-5.07,-1.66,-5.81,-4.15,1.000,1.000,1.000,0.004,0.000,0.000,0.085,0.000,0.000,231750.9435494950,506187.4547049350,221442.2204712110,1240019.1227290000,229745.3567992020,1135247.3799025100,1063166.7686228000,423311.8285303210,1985131.4533030900,4673329.7774472900,1590916.9857672200,2095288.1167261900,1963182.5707142300,1120353.0459422500,2076101.6567153300,3080757.3182466400,75675275.4727302000,58756208.9971252000,54545831.5423823000,31949976.0586145000,80860023.8164539000,34806596.2999255000,57011764.7897855000,57156559.1971666000,8.8E+05,1.1E+06,8.6E+05,2.3E+05,5.0E+05,1.4E+05,1.4E+05,31.2,19.7,55.3,11.3,50.9,95.7,,,
,Name,Molecular Weight,RT [min],DeltaMass [ppm],DBID,Reference List Name,mzLogic Score,ChemSpider ID,KEGG,HMDB,Mass List Search Results ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ketoleucine (4-Methyl-2-oxopentanoic acid),130.0630,2.42,0.30,A118,iHILIC_neg_2020,56.19,69,C00233,HMDB0000695,624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A024_HILIC,N-Acetylputrescine,130.1108,21.20,0.22,0.49,0.07,-5.08,-5.77,-0.69,-5.35,-5.63,-0.28,1.000,1.000,1.000,0.000,0.000,0.399,0.000,0.000,1.000,1108024.7266875400,1828253.2181256600,867021.3278155820,1047492.3081454900,907933.1555251130,1023834.0419087900,817608.4041564080,832814.0586114420,40474809.6422214000,47335731.5584443000,32701205.9948075000,41097229.4868914000,19718965.3950050000,30938459.0801815000,27520152.3477435000,43245972.6341291000,47526287.0260902000,50556371.9997118000,49556436.6463575000,30964567.4059968000,50339778.2163763000,66239772.0615931000,33927197.3955562000,51682985.6344074000,1.9E+05,1.5E+05,1.5E+05,1.5E+05,2.4E+05,2.2E+05,1.7E+05,29.0,17.0,17.2,29.0,37.3,13.8,,,
,Name,Molecular Weight,RT [min],DeltaMass [ppm],DBID,Reference List Name,mzLogic Score,ChemSpider ID,KEGG,HMDB,Mass List Search Results ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,N-Acetylputrescine,130.1106,21.34,1.02,B005,iHILIC_pos_2020,95.68,109095,C02714,HMDB0002064,385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,N-Acetylputrescine,130.1106,21.28,1.02,B005,iHILIC_neg_2020,95.68,109095,C02714,HMDB0002064,510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A025_HILIC,L-Hydroxyproline,131.0583,14.57,-0.43,0.25,0.00,-3.61,-4.15,-0.55,-4.28,-4.58,-0.30,1.000,1.000,1.000,0.000,0.000,0.253,0.000,0.000,0.905,249150004.5773690000,341824380.3446090000,250594056.7550180000,181538108.9232640000,360544960.0193180000,175288941.0471460000,193929547.8473320000,190498787.5038920000,2232585018.6641700000,3351073604.7529700000,3661227271.0201000000,3894684631.2510700000,2968971181.0882500000,2989747312.2867400000,3128320238.3122800000,3981370505.8996300000,5004347767.6705500000,4808267505.6256400000,5153391228.3558800000,4159843397.8669800000,3894624430.7209900000,4675349184.8933500000,3699386260.3372000000,4246589149.0763000000,1.8E+06,3.1E+05,9.5E+05,1.6E+06,1.8E+06,9.8E+05,1.8E+06,7.1,16.8,13.2,19.7,36.0,26.5,,,
,Name,Molecular Weight,RT [min],DeltaMass [ppm],DBID,Reference List Name,mzLogic Score,ChemSpider ID,KEGG,HMDB,Mass List Search Results ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,in-source 2-oxoarginine,131.0582,14.42,0.60,,iHILIC_neg_2020,94.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,L-Hydroxyproline,131.0582,14.75,0.47,E30,iHILIC_neg_2020,96.42,5605,C01157,HMDB0000725,402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A026_HILIC,L-Leucine,131.0947,10.31,0.19,0.43,-0.20,-0.49,-1.10,-0.61,-0.73,-0.71,0.02,1.000,1.000,1.000,0.192,0.002,0.437,0.039,0.032,1.000,812169416.6470320000,1198799812.2731500000,867069617.8843500000,914308244.7385810000,936378536.3813640000,831695682.6853990000,814584798.6387660000,1001079346.0830600000,1690416031.3997000000,2141240035.4392600000,1070625272.1052500000,1266773681.4322200000,1213414014.8852100000,1621784361.0662000000,1149647320.7741200000,1566026650.0036500000,1339165992.4121800000,1262510615.7347000000,1664629106.1867100000,1370390839.3825000000,1957231601.0701100000,1769360049.8402600000,1947408494.7679800000,2145252635.9614300000,1.5E+06,1.3E+06,1.8E+06,1.8E+06,1.9E+06,1.7E+06,1.5E+06,24.6,16.9,22.0,21.8,16.0,6.8,,,
,Name,Molecular Weight,RT [min],DeltaMass [ppm],DBID,Reference List Name,mzLogic Score,ChemSpider ID,KEGG,HMDB,Mass List Search Results ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,L-Leucine,131.0946,10.34,0.58,D8,iHILIC_pos_2020,91.72,834,C00123,HMDB0000687,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,L-Leucine,131.0946,10.30,0.58,D8,iHILIC_neg_2020,91.72,834,C00123,HMDB0000687,262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,L-(+)-Isoleucine,131.0946,10.71,0.58,D9,iHILIC_neg_2020,89.88,6067,C00407,HMDB0000172,247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A027_HILIC,L-(+)-Isoleucine,131.0947,10.70,0.41,0.61,-0.37,-0.51,-1.24,-0.73,-0.71,-0.46,0.25,1.000,1.000,1.000,0.510,0.016,0.733,0.188,0.687,1.000,624539197.5952660000,803920978.0616150000,493194394.9396180000,794260891.0399970000,728274891.6547790000,668633784.4411210000,547950122.8369790000,760791442.9191630000,1744537358.2580200000,2149253156.3655300000,626274815.6678670000,936063116.7697640000,1001188546.4166900000,1338956863.3847000000,663037386.7460400000,1206050073.3288700000,1091809801.8099900000,963789645.3814100000,1333813494.5801200000,826135436.9333580000,1432111959.7983800000,1169074674.8778000000,1459223592.8686800000,1409293434.0729600000,3.6E+05,1.4E+06,1.5E+06,1.5E+06,1.5E+06,1.4E+06,3.6E+05,23.3,12.6,37.1,51.4,8.1,17.0,,,
,Name,Molecular Weight,RT [min],DeltaMass [ppm],DBID,Reference List Name,mzLogic Score,ChemSpider ID,KEGG,HMDB,Mass List Search Results ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,L-Leucine,131.0946,10.34,0.62,D8,iHILIC_pos_2020,95.67,834,C00123,HMDB0000687,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Isoleucine,131.0946,10.72,0.62,D9,iHILIC_pos_2020,94.14,6067,C00407,HMDB0000172,172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,L-Leucine,131.0946,10.30,0.62,D8,iHILIC_neg_2020,95.67,834,C00123,HMDB0000687,262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,L-(+)-Isoleucine,131.0946,10.71,0.62,D9,iHILIC_neg_2020,94.14,6067,C00407,HMDB0000172,247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A028_HILIC,L-(-)-Asparagine,132.0535,15.62,0.25,0.62,0.20,-0.81,-1.91,-1.10,-1.18,-1.86,-0.68,1.000,1.000,1.000,0.104,0.000,0.011,0.004,0.000,0.325,64158354.7503977000,115780617.8131020000,76587666.1134857000,81534023.4393431000,67408852.2734039000,78448601.7049313000,73057251.6975446000,85597810.2767950000,134889903.9637070000,255439166.2518430000,126114628.6753870000,177870630.6139990000,120166192.0107470000,181845375.8158870000,99913802.5363486000,197480687.0157640000,154858011.1807610000,202598583.0942130000,247899665.4552720000,282434685.4685750000,279757512.8956970000,324374730.3517500000,356508746.6163190000,448683059.7885560000,3.7E+05,3.5E+05,4.2E+05,3.3E+05,1.5E+06,3.6E+05,3.5E+05,32.7,32.1,17.7,12.4,19.1,7.9,,,
,Name,Molecular Weight,RT [min],DeltaMass [ppm],DBID,Reference List Name,mzLogic Score,ChemSpider ID,KEGG,HMDB,Mass List Search Results ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,L-(-)-Asparagine,132.0535,15.70,0.19,A050,iHILIC_pos_2020,48.85,6031,C00152,HMDB0000168,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,L-(-)-Asparagine,132.0535,15.63,0.19,A050,iHILIC_neg_2020,48.85,6031,C00152,HMDB0000168,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A029_HILIC,L-Ornithine,132.0900,23.58,-0.03,0.55,0.58,-2.22,-1.06,1.16,-2.81,-1.67,1.14,1.000,1.000,1.000,0.000,0.034,0.013,0.000,0.003,0.039,5963354.1196020900,13803520.0999378000,12836434.5546687000,10731505.6572531000,14575907.7852686000,17930456.7407387000,14170056.4065939000,12571633.9374194000,98004668.4109148000,118304380.2158000000,66190542.7406994000,97223383.4480666000,59569926.2821318000,87533891.6060147000,49182703.1842324000,75064330.6349674000,17330356.5490825000,31140389.8073859000,29361980.6594006000,27174556.9670434000,26813556.5183734000,61056586.3530200000,29633880.8009723000,52888984.4085557000,3.9E+05,2.6E+05,3.4E+05,2.4E+05,3.2E+05,2.2E+05,2.0E+05,38.3,22.4,19.3,30.8,22.2,33.8,,,
,Name,Molecular Weight,RT [min],DeltaMass [ppm],DBID,Reference List Name,mzLogic Score,ChemSpider ID,KEGG,HMDB,Mass List Search Results ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,L-Ornithine,132.0899,23.63,0.55,A019,iHILIC_pos_2020,88.62,6026,C00077,HMDB0000214,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,in-source NG-Methyl-L-arginine,132.0899,23.93,0.53,,iHILIC_neg_2020,,,,,565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,L-Ornithine,132.0899,23.64,0.55,A019,iHILIC_neg_2020,88.62,6026,C00077,HMDB0000214,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A030_HILIC,L-(+)-Aspartic acid,133.0376,15.52,-0.02,0.06,0.00,0.69,0.99,0.30,0.60,0.97,0.37,1.000,1.000,1.000,0.002,0.000,0.142,0.001,0.000,0.059,3770450209.7959600000,5832686899.0366100000,4505421926.3781000000,3967062530.4388900000,4421482740.5009300000,4693139557.2577300000,4596889931.1087200000,4082606631.8100700000,3167462245.1367400000,2947330480.2144800000,2837960968.9819900000,2664252519.2375900000,2649826857.4222000000,2835651445.7660000000,2701327701.8491000000,3080249373.8536400000,2059808807.0134400000,2366267083.8209500000,2491590904.1463700000,1963987997.0398300000,2049654514.8989200000,2132894816.1836300000,2428230335.0805200000,2353976419.7543400000,1.3E+06,1.8E+06,2.4E+06,2.4E+06,1.5E+06,1.6E+06,2.3E+06,8.7,10.4,6.1,8.2,18.4,8.7,,,
,Name,Molecular Weight,RT [min],DeltaMass [ppm],DBID,Reference List Name,mzLogic Score,ChemSpider ID,KEGG,HMDB,Mass List Search Results ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,L-(+)-Aspartic acid,133.0375,15.74,0.31,A018,iHILIC_neg_2020,95.55,5745,C00049,HMDB0000191,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A031_HILIC,Hypoxanthine,136.0386,8.56,0.18,0.06,-0.19,0.66,1.50,0.84,0.79,1.88,1.09,1.000,1.000,1.000,0.267,0.000,0.027,0.153,0.000,0.002,12018489273.5270000000,15546473431.5873000000,11344768841.3921000000,11429082956.8151000000,11769052054.8182000000,14592842518.5478000000,11949468232.5931000000,12318819696.4121000000,8038575886.4603200000,9309122672.8640400000,6576079929.0587800000,6861532132.3133100000,7066797530.5999900000,7572955286.4984800000,7949792200.6849600000,8037830904.8006700000,2106204438.6550100000,1768114681.8109700000,3909286826.9764700000,3542393542.1060300000,5194976714.9080400000,3779586383.7859600000,4452779389.2011600000,3987954620.2887600000,8.6E+05,2.2E+06,1.2E+06,4.3E+06,1.3E+06,6.6E+06,6.1E+06,31.1,33.6,13.0,9.5,14.3,2.6,,,
,Name,Molecular Weight,RT [min],DeltaMass [ppm],DBID,Reference List Name,mzLogic Score,ChemSpider ID,KEGG,HMDB,Mass List Search Results ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,in-source 2'-Deoxyinosine,136.0385,8.38,0.44,,iHILIC_pos_2020,,,,,480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Hypoxanthine,136.0385,8.69,0.43,A035,iHILIC_pos_2020,41.93,768,C00262,HMDB0000157,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,in-source 2-deoxycytidine,136.0385,8.37,0.44,,iHILIC_neg_2020,,,,,606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Hypoxanthine,136.0385,8.53,0.43,A035,iHILIC_neg_2020,41.93,768,C00262,HMDB0000157,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A032_HILIC,6-Methylnicotinamide,136.0638,23.31,-0.19,-0.15,-0.20,1.01,0.52,-0.48,0.96,0.52,-0.43,1.000,1.000,1.000,0.384,1.000,1.000,0.262,0.762,1.000,173583964.0482470000,324595846.0322230000,176853476.8817310000,142662849.0199220000,198712743.1611790000,156086670.8862410000,172268295.3998550000,150179788.1661470000,29805179.1391773000,33035428.5651004000,67820105.1474167000,60835531.1453243000,106698951.4310600000,96848052.4663731000,182956994.7044560000,147980678.9434310000,161636128.1073760000,136612057.6203110000,135344168.8206250000,105453449.4978970000,108687042.5172280000,107596740.5941630000,83752033.1956235000,75476350.6544233000,5.8E+05,6.1E+05,6.5E+05,7.1E+05,5.7E+05,5.5E+05,7.4E+05,23.5,27.5,58.6,67.6,45.3,6.9,,,
,Name,Molecular Weight,RT [min],DeltaMass [ppm],DBID,Reference List Name,mzLogic Score,ChemSpider ID,KEGG,HMDB,Mass List Search Results ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1-Methylnicotinamide,136.0637,23.57,1.08,A110,iHILIC_pos_2020,,444,C02918,HMDB0000699,451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A033_HILIC,6-Oxo-pipecolinic acid,143.0583,3.85,0.16,0.77,-0.19,-1.59,-4.09,-2.50,-2.21,-3.74,-1.54,1.000,1.000,1.000,0.008,0.000,0.002,0.001,0.000,0.016,2524928.9587043100,2074474.9702503900,1776672.5981658100,2140975.1858527000,1993339.9320447900,1479362.3290061800,1433718.9759134700,2533838.2740939700,9589734.0588759100,11795019.7051466000,4611642.7865068400,6374116.3078327400,5750446.2662227800,12208413.8790871000,5626457.0336852000,7666273.8118840500,32653301.4622584000,30275741.7522508000,9453314.3149095000,20113553.9466512000,36977837.7797555000,33782572.8067483000,31580555.7964419000,26223076.8843257000,4.2E+05,3.7E+05,2.6E+05,4.6E+05,3.6E+05,5.5E+05,3.2E+05,21.3,44.7,30.8,34.3,21.2,23.7,,,
,Name,Molecular Weight,RT [min],DeltaMass [ppm],DBID,Reference List Name,mzLogic Score,ChemSpider ID,KEGG,HMDB,Mass List Search Results ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6-Oxo-pipecolinic acid,143.0582,4.10,0.48,A111,iHILIC_neg_2020,39.46,2282737,,HMDB0061705,578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A034_HILIC,Acetylcholine,145.1103,17.27,0.13,0.77,-0.23,2.75,4.87,2.12,2.11,5.23,3.12,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,643162422.8150640000,1225090294.3551600000,938607993.7313750000,748369277.3845770000,1061492560.1880800000,980582131.1549860000,579502167.6660680000,719021339.6542570000,134752356.1559920000,210648933.2520230000,105949688.1576850000,170095921.9573690000,107504317.9227160000,190453256.3182850000,127423242.1300770000,228401377.7636280000,33134418.2077103000,32123307.7579303000,41352782.1338396000,26182224.9340136000,20406659.6303387000,19938995.2727770000,21067696.8462053000,15635639.0297714000,3.5E+05,3.5E+05,2.6E+05,7.1E+05,3.4E+05,2.7E+05,4.4E+05,30.7,34.9,12.6,12.1,25.7,28.7,,,
,Name,Molecular Weight,RT [min],DeltaMass [ppm],DBID,Reference List Name,mzLogic Score,ChemSpider ID,KEGG,HMDB,Mass List Search Results ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,O-Acetylcholine,145.1103,17.49,0.40,A008,iHILIC_neg_2020,,182,C01996,HMDB0000895,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A035_HILIC,L-(+)-Glutamine,146.0692,15.57,0.13,0.61,0.04,0.77,0.53,-0.24,0.29,0.61,0.32,1.000,1.000,1.000,0.006,0.096,0.857,0.188,0.004,0.724,17669176384.6727000000,20392704213.4302000000,18204014776.9619000000,15888663826.3659000000,16280277474.2803000000,32872376253.2248000000,16995553645.0816000000,17510874744.9465000000,11928948421.8762000000,16471732551.7656000000,9674316367.5413900000,13544354615.8742000000,10630887933.2263000000,15865772801.9492000000,9522592070.4252500000,15136701436.0131000000,11699967807.1653000000,12180695491.9746000000,13922913696.3474000000,13260772230.6159000000,11873292979.8156000000,12020375040.6012000000,12177869906.2887000000,12589137201.9073000000,9.3E+05,3.2E+06,4.0E+06,3.8E+06,2.9E+06,2.8E+06,2.0E+06,4.4,8.2,8.3,10.6,35.5,4.8,,,
